ID_1,NAME_1,ID_2,NAME_2,lat_bin,lon_bin
PRD,Guangdong,9811,Huizhou,23.25,114.75
PRD,Guangdong,9811,Huizhou,23.25,114
PRD,Guangdong,9811,Huizhou,23.25,114.25
PRD,Guangdong,9811,Huizhou,23.5,114.25
PRD,Guangdong,9811,Huizhou,23.5,114
PRD,Guangdong,9811,Huizhou,23.5,114.5
PRD,Guangdong,9811,Huizhou,23.75,114.25
PRD,Guangdong,9811,Huizhou,23.75,114
PRD,Guangdong,9812,Jiangmen,22,113
PRD,Guangdong,9812,Jiangmen,22,112.5
PRD,Guangdong,9812,Jiangmen,22.5,112.5
PRD,Guangdong,9812,Jiangmen,22.5,112.75
PRD,Guangdong,9812,Jiangmen,22.75,113
PRD,Guangdong,9807,Dongguan,23,113.75
PRD,Guangdong,9808,Foshan,22.75,112.75
PRD,Guangdong,9808,Foshan,23,113
PRD,Guangdong,9808,Foshan,23.25,113
PRD,Guangdong,9820,Shenzhen,22.5,114.5
PRD,Guangdong,9820,Shenzhen,22.75,114.25
PRD,Guangdong,9820,Shenzhen,22.75,114
PRD,Guangdong,9824,Zhaoqing,24,112.5
PRD,Guangdong,9824,Zhaoqing,24.25,112.25
PRD,Guangdong,9824,Zhaoqing,23,112.5
PRD,Guangdong,9824,Zhaoqing,23.25,112.5
PRD,Guangdong,9824,Zhaoqing,23.25,112.25
PRD,Guangdong,9824,Zhaoqing,23.25,111.75
PRD,Guangdong,9824,Zhaoqing,23.5,112.25
PRD,Guangdong,9824,Zhaoqing,23.5,112.5
PRD,Guangdong,9824,Zhaoqing,23.5,112
PRD,Guangdong,9824,Zhaoqing,23.5,112.75
PRD,Guangdong,9824,Zhaoqing,23.75,112.25
PRD,Guangdong,9824,Zhaoqing,23.75,112
PRD,Guangdong,9824,Zhaoqing,23.75,112.5
PRD,Guangdong,9824,Zhaoqing,23.75,111.75
PRD,Guangdong,9824,Zhaoqing,24,112
PRD,Guangdong,9824,Zhaoqing,24,112.25
PRD,Guangdong,9825,Zhongshan,22.5,113.25
